date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2016-01-01,S301JLE2,ST4000DM000,4000787030016,0,117.0,131740952.0,,,95.0,0.0,100.0,5.0,100.0,0.0,78.0,71659722.0,,,99.0,1539.0,100.0,0.0,,,100.0,5.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,0.0,100.0,0.0,98.0,5213.0,29.0,29.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,1487.0,100.0,11337233144.0,100.0,732767640.0,,,,,,,,,,
2016-01-01,W30074QA,ST4000DM000,4000787030016,0,117.0,154088720.0,,,92.0,0.0,100.0,9.0,100.0,0.0,88.0,739226170.0,,,75.0,22205.0,100.0,0.0,,,100.0,9.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.0,1.0,75.0,25.0,100.0,0.0,100.0,2.0,92.0,16154.0,25.0,25.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,219017562314352.0,100.0,26197316782.0,100.0,131381385624.0,,,,,,,,,,
2016-01-01,WD-WX41D94RNE4X,WDC WD60EFRX,6001175126016,0,200.0,0.0,,,100.0,0.0,100.0,6.0,200.0,0.0,200.0,0.0,,,89.0,8421.0,100.0,0.0,100.0,0.0,100.0,6.0,,,,,,,,,,,,,,,,,,,,,200.0,0.0,200.0,420.0,126.0,26.0,,,200.0,0.0,200.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,Z3010AN4,ST4000DM000,4000787030016,0,117.0,124100360.0,,,98.0,0.0,100.0,2.0,100.0,0.0,87.0,567325687.0,,,89.0,10306.0,100.0,0.0,,,100.0,2.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,69.0,31.0,70.0,30.0,100.0,0.0,100.0,1.0,98.0,5288.0,30.0,30.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,10259.0,100.0,17496361935.0,100.0,125975060001.0,,,,,,,,,,
2016-01-01,JK11A8YBKYWW1F,Hitachi HDS722020ALA330,2000398934016,0,85.0,12910652.0,100.0,0.0,114.0,635.0,100.0,18.0,100.0,0.0,100.0,0.0,100.0,0.0,94.0,45866.0,100.0,0.0,,,100.0,18.0,,,,,,,,,,,,,,,,,,,,,100.0,852.0,100.0,852.0,250.0,24.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,W300935A,ST4000DM000,4000787030016,0,117.0,124900336.0,,,92.0,0.0,100.0,55.0,100.0,0.0,86.0,428266854.0,,,78.0,19892.0,100.0,0.0,,,100.0,55.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.0,1.0,72.0,28.0,100.0,0.0,100.0,49.0,93.0,14206.0,28.0,28.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,98994701225267.0,100.0,24431568456.0,100.0,122903989308.0,,,,,,,,,,
2016-01-01,Z3014A4S,ST4000DM000,4000787030016,0,116.0,101976792.0,,,91.0,0.0,100.0,9.0,100.0,0.0,84.0,304158553.0,,,81.0,16919.0,100.0,0.0,,,100.0,9.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,90.0,10.0,67.0,33.0,100.0,0.0,100.0,1.0,99.0,2804.0,33.0,33.0,,,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,16903.0,100.0,21516063432.0,100.0,206380901588.0,,,,,,,,,,
2016-01-01,Z305896V,ST4000DM000,4000787030016,0,113.0,52664704.0,,,96.0,0.0,100.0,4.0,100.0,0.0,64.0,2664984.0,,,100.0,410.0,100.0,0.0,,,100.0,4.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,0.0,92.0,16095.0,25.0,25.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,270.0,100.0,701307288.0,100.0,266432141.0,,,,,,,,,,
2016-01-01,Z3013TQV,ST4000DM000,4000787030016,0,108.0,20319352.0,,,91.0,0.0,100.0,13.0,100.0,0.0,85.0,373778296.0,,,80.0,17588.0,100.0,0.0,,,100.0,13.0,,,,,,,100.0,0.0,94.0,6.0,100.0,0.0,100.0,0.0,71.0,29.0,83.0,17.0,100.0,0.0,100.0,4.0,100.0,1325.0,17.0,17.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,12309376287914.0,100.0,22758373808.0,100.0,211062132792.0,,,,,,,,,,
2016-01-01,WD-WX11D84JN1EP,WDC WD60EFRX,6001175126016,0,200.0,0.0,,,202.0,8875.0,100.0,7.0,200.0,0.0,100.0,0.0,,,88.0,9381.0,100.0,0.0,100.0,0.0,100.0,7.0,,,,,,,,,,,,,,,,,,,,,200.0,0.0,200.0,490.0,125.0,27.0,,,200.0,0.0,200.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,W0Q26EE1,ST320LT007,320072933376,0,118.0,177471776.0,,,98.0,0.0,100.0,13.0,100.0,0.0,87.0,529606692.0,,,77.0,20573.0,100.0,0.0,,,100.0,13.0,,,,,,,,,100.0,0.0,100.0,0.0,100.0,14.0,100.0,0.0,75.0,25.0,100.0,12.0,100.0,0.0,63.0,75394.0,25.0,25.0,51.0,177471776.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,2461016281097.0,100.0,3147814715.0,100.0,1666566983.0,1.0,13579666.0,1.0,26548746.0,1.0,12207968.0,100.0,0.0,,
2016-01-01,Z304JLHS,ST4000DM000,4000787030016,0,118.0,176998632.0,,,99.0,0.0,100.0,1.0,100.0,0.0,77.0,50852949.0,,,99.0,1331.0,100.0,0.0,,,100.0,1.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,0.0,100.0,0.0,95.0,10343.0,29.0,29.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,1214.0,100.0,7920963688.0,100.0,596273546.0,,,,,,,,,,
2016-01-01,W0Q7G3PZ,ST320LT007,320072933376,0,115.0,99271912.0,,,98.0,0.0,100.0,16.0,100.0,0.0,87.0,556890149.0,,,71.0,25739.0,100.0,0.0,,,100.0,16.0,,,,,,,,,100.0,0.0,100.0,0.0,100.0,19.0,100.0,0.0,76.0,24.0,100.0,15.0,100.0,0.0,14.0,172963.0,24.0,24.0,54.0,99271912.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,210195699491821.0,100.0,765706118.0,100.0,3455406695.0,1.0,19797790.0,1.0,38652315.0,1.0,17640878.0,100.0,0.0,,
2016-01-01,JK1105B8J10GXX,Hitachi HDS722020ALA330,2000398934016,0,97.0,393217.0,100.0,0.0,119.0,579.0,100.0,27.0,100.0,4.0,100.0,0.0,100.0,0.0,95.0,40717.0,100.0,0.0,,,100.0,27.0,,,,,,,,,,,,,,,,,,,,,100.0,815.0,100.0,815.0,250.0,24.0,,,100.0,4.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,MJ1311YNG7DG4A,Hitachi HDS5C3030ALA630,3000592982016,0,100.0,0.0,134.0,112.0,153.0,474.0,100.0,14.0,100.0,0.0,100.0,0.0,132.0,32.0,96.0,32331.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,,,100.0,15.0,100.0,15.0,187.0,32.0,,,100.0,0.0,100.0,4.0,100.0,0.0,200.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,Z302B0WW,ST4000DM000,4000787030016,0,115.0,87623424.0,,,92.0,0.0,100.0,10.0,100.0,0.0,84.0,316760746.0,,,92.0,7879.0,100.0,0.0,,,100.0,10.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,78.0,44166.0,19.0,19.0,,,,,100.0,16.0,100.0,16.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,7724.0,100.0,28414138688.0,100.0,250105459697.0,,,,,,,,,,
2016-01-01,WD-WCC4N0381262,WDC WD30EFRX,3000592982016,0,200.0,0.0,,,174.0,6300.0,100.0,45.0,200.0,0.0,100.0,0.0,,,80.0,14995.0,100.0,0.0,100.0,0.0,100.0,41.0,,,,,,,,,,,,,,,,,,,,,200.0,5.0,67.0,400041.0,130.0,20.0,,,200.0,0.0,200.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,Z302BYDV,ST4000DM000,4000787030016,0,101.0,3383856.0,,,91.0,0.0,100.0,9.0,100.0,0.0,86.0,405135812.0,,,92.0,7804.0,100.0,0.0,,,100.0,9.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,2.0,100.0,0.0,74.0,26.0,100.0,0.0,100.0,0.0,96.0,9288.0,26.0,26.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,7765.0,100.0,20077614735.0,100.0,200090211831.0,,,,,,,,,,
2016-01-01,WD-WCC4M3TTXF1Y,WDC WD20EFRX,2000398934016,0,200.0,247.0,,,100.0,0.0,100.0,3.0,200.0,0.0,100.0,0.0,,,97.0,2526.0,100.0,0.0,100.0,0.0,100.0,3.0,,,,,,,,,,,,,,,,,,,,,200.0,0.0,200.0,101.0,128.0,19.0,,,200.0,0.0,200.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,5VML01P0,ST3160318AS,160041885696,0,120.0,237084391.0,,,97.0,0.0,100.0,46.0,100.0,0.0,87.0,552611427.0,,,52.0,42140.0,100.0,0.0,,,100.0,23.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,70.0,30.0,,,,,,,30.0,30.0,57.0,237084391.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,62079457338569.0,100.0,3742207222.0,100.0,2018736603.0,,,,,,,,,,
2016-01-01,Z302BMWF,ST4000DM000,4000787030016,0,117.0,120290944.0,,,92.0,0.0,100.0,8.0,100.0,0.0,86.0,441951865.0,,,91.0,8216.0,100.0,0.0,,,100.0,8.0,,,,,,,100.0,0.0,100.0,0.0,97.0,3.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,98.0,5419.0,22.0,22.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,8196.0,100.0,16105775835.0,100.0,134590983652.0,,,,,,,,,,
2016-01-01,W0Q2BH8K,ST320LT007,320072933376,0,117.0,142532208.0,,,98.0,0.0,100.0,9.0,100.0,0.0,87.0,504899701.0,,,76.0,21190.0,100.0,0.0,,,100.0,9.0,,,,,,,,,100.0,0.0,100.0,0.0,100.0,11.0,100.0,0.0,76.0,24.0,100.0,0.0,100.0,0.0,60.0,81083.0,24.0,24.0,48.0,142532208.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,6296422077039.0,100.0,4223757282.0,100.0,1166089576.0,1.0,169159840.0,1.0,328117286.0,1.0,150174351.0,100.0,0.0,,
2016-01-01,Z3015CR3,ST4000DM000,4000787030016,0,106.0,11315960.0,,,91.0,0.0,100.0,8.0,100.0,0.0,85.0,374612205.0,,,80.0,17583.0,100.0,0.0,,,100.0,8.0,,,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,94.0,6.0,79.0,21.0,100.0,0.0,100.0,1.0,100.0,1276.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,199625784968356.0,100.0,22378195486.0,100.0,219247049931.0,,,,,,,,,,
2016-01-01,MJ1311YNG7J0WA,Hitachi HDS5C3030ALA630,3000592982016,0,57.0,752684828.0,134.0,111.0,146.0,484.0,100.0,14.0,100.0,4.0,100.0,0.0,132.0,32.0,96.0,32331.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,,,100.0,25.0,100.0,25.0,193.0,31.0,,,100.0,4.0,100.0,8.0,100.0,0.0,200.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,Z1Z05Q5Q,ST4000DX000,4000787030016,0,112.0,43718551.0,,,91.0,0.0,100.0,18.0,100.0,0.0,94.0,3217739442.0,,,74.0,23396.0,100.0,0.0,,,100.0,18.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.0,1.0,61.0,39.0,100.0,0.0,100.0,6.0,100.0,18.0,39.0,39.0,58.0,43718551.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,39457864571749.0,100.0,29211630951.0,100.0,162090621235.0,,,,,,,,,,
2016-01-01,W300SSCN,ST4000DM000,4000787030016,0,117.0,163030352.0,,,99.0,0.0,100.0,12.0,100.0,0.0,84.0,317963531.0,,,94.0,5577.0,100.0,0.0,,,100.0,1.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,82.0,18.0,100.0,0.0,100.0,0.0,100.0,780.0,18.0,18.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,5575.0,100.0,14119239184.0,100.0,22683082105.0,,,,,,,,,,
2016-01-01,PL2331LAGPA83J,HGST HMS5C4040ALE640,4000787030016,0,100.0,0.0,135.0,99.0,139.0,551.0,100.0,10.0,100.0,0.0,100.0,0.0,113.0,42.0,99.0,13662.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,100.0,337.0,100.0,337.0,222.0,27.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,Z3025Q7E,ST4000DM000,4000787030016,0,119.0,215931432.0,,,93.0,0.0,100.0,7.0,100.0,0.0,86.0,463518339.0,,,90.0,9293.0,100.0,0.0,,,100.0,7.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,100.0,0.0,80.0,40096.0,27.0,27.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,9142.0,100.0,16145786564.0,100.0,153814144145.0,,,,,,,,,,
2016-01-01,Z262JRXAS,TOSHIBA DT01ACA300,3000592982016,0,100.0,0.0,138.0,74.0,133.0,432.0,100.0,41.0,100.0,0.0,100.0,0.0,126.0,32.0,97.0,24629.0,100.0,0.0,,,100.0,41.0,,,,,,,,,,,,,,,,,,,,,100.0,46.0,100.0,46.0,230.0,26.0,,,100.0,0.0,100.0,8.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,Z3015DCK,ST4000DM000,4000787030016,0,108.0,20494816.0,,,91.0,0.0,100.0,11.0,100.0,0.0,84.0,260136555.0,,,81.0,16824.0,100.0,0.0,,,100.0,11.0,,,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,94.0,6.0,66.0,34.0,100.0,0.0,100.0,2.0,93.0,15214.0,34.0,34.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,16761.0,100.0,21197390798.0,100.0,200876988453.0,,,,,,,,,,
2016-01-01,Z30242SZ,ST4000DM000,4000787030016,0,116.0,115016696.0,,,96.0,0.0,100.0,4.0,100.0,0.0,87.0,502060037.0,,,89.0,10426.0,100.0,0.0,,,100.0,4.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,76.0,24.0,100.0,0.0,100.0,0.0,100.0,1984.0,24.0,24.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,10401.0,100.0,17351287360.0,100.0,119410435863.0,,,,,,,,,,
2016-01-01,JK1105B8GG422X,Hitachi HDS722020ALA330,2000398934016,0,100.0,0.0,100.0,0.0,117.0,617.0,100.0,55.0,100.0,7.0,100.0,0.0,100.0,0.0,94.0,45243.0,100.0,0.0,,,100.0,55.0,,,,,,,,,,,,,,,,,,,,,99.0,1330.0,99.0,1330.0,253.0,23.0,,,100.0,7.0,100.0,1.0,100.0,0.0,200.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,Z300GZE3,ST4000DM000,4000787030016,0,120.0,237852936.0,,,92.0,0.0,100.0,9.0,100.0,0.0,84.0,319858705.0,,,76.0,21362.0,100.0,0.0,,,100.0,9.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,74.0,26.0,100.0,0.0,100.0,3.0,92.0,16768.0,26.0,26.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,21160.0,100.0,23324473056.0,100.0,113485758028.0,,,,,,,,,,
2016-01-01,Z300X7EZ,ST4000DM000,4000787030016,0,115.0,87974488.0,,,92.0,0.0,100.0,18.0,100.0,28.0,85.0,390444049.0,,,80.0,17979.0,100.0,0.0,,,100.0,18.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,93.0,7.0,71.0,29.0,100.0,0.0,100.0,13.0,97.0,6512.0,29.0,29.0,,,,,100.0,28.0,100.0,28.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,96443490649627.0,100.0,23452548652.0,100.0,222549409968.0,,,,,,,,,,
2016-01-01,WD-WCADW2290554,WDC WD800LB,80026361856,0,200.0,0.0,,,86.0,2200.0,100.0,116.0,200.0,0.0,100.0,0.0,,,1.0,88679.0,100.0,0.0,100.0,0.0,100.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,119.0,24.0,,,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,S301146W,ST4000DM000,4000787030016,0,112.0,46316008.0,,,97.0,0.0,100.0,3.0,100.0,0.0,84.0,245076327.0,,,93.0,6203.0,100.0,0.0,,,100.0,3.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,91.0,19762.0,21.0,21.0,,,,,81.0,3128.0,81.0,3128.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,6079.0,100.0,24863024128.0,100.0,6777917126.0,,,,,,,,,,
